"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"16950","Kung Fu Panda: Secrets of the Furious
Five","N/A","N/A","PG","2008","6.1","Ordered to teach a martial arts class of
rambunctious bunny kittens, Po tells
stories of each of the Furious Five's
pasts","Animation - Comedy","N/A","N/A","The Kung Fu Panda story continues","2008-11-08","","USA","0:22:30","Raman Hui","Jack Black - Dustin Hoffman","tt1287845","","","0","","N/A","01/28/2016","02/26/2016","eng","DD 5.1 @ 384kbps","eng","N/A","srt","720","5310","1280","720","1.78","6","ac3","h264","mkv","24p"
"648","The Ladies Man","Ladies Man","Paramount Pictures","R","2000","6.0","Because of his salacious language, late-
night radio advice-show host Leon
Phelps, along with his sweet and loyal
producer Julie, is fired from his
Chicago gig. Leon gets a letter from a
former lover promising a life of wealth,
but he doesn't know who she is. Can Leon
find his secret sugar-mama? What about
Julie?","Comedy","N/A","N/A","He's cool. He's clean. He's a love
machine.","2000-10-13","Tim Meadows","USA","1:24:17","Reginald Hudlin","Tim Meadows - Karyn Parsons - Billy Dee
Williams - John Witherspoon - Jill
Talley - Lee Evans - Will Ferrell -
Sofia Milos - Eugene Levy - Tiffani
Thiessen","tt0213790","","","1","","N/A","09/07/2015","02/26/2016","eng","N/A","","","","720","4424","1280","720","1.78","6","ac3","h264","mkv","24p"
"747","Lady in the Water","N/A","Legendary Pictures","PG-13","2006","5.4","Apartment building superintendent
Cleveland Heep rescues what he thinks is
a young woman from the pool he
maintains. When he discovers that she is
actually a character from a bedtime
story who is trying to make the journey
back to her home, he works with his
tenants to protect his new friend from
the creatures that are determined to
keep her in our world.","Drama - Thriller - Fantasy - Mystery","N/A","N/A","Time is running out for a happy ending.","2006-07-21","M. Night Shyamalan","USA","1:49:39","M. Night Shyamalan","Paul Giamatti - Jeffrey Wright - Bob
Balaban - Sarita Choudhury - Cindy
Cheung - M. Night Shyamalan - Freddy
Rodríguez - Bill Irwin - Mary Beth Hurt
- Noah Gray-Cabey - Joseph D. Reitman -
Jared Harris - Grant Monohon - John Boyd
- Bryce Dallas Howard","tt0452637","","","1","","N/A","09/10/2015","02/26/2016","eng - N/A","N/A - N/A","eng - fre - spa","N/A - N/A - N/A","srt - srt - srt","576 - sd","3262 - 1023","1024 - 528","576 - 288","1.78 - 1.85","6 - 2","ac3 - mp3","h264 - mpeg4","mkv - avi","24p - 24p"
"1886","Larry Crowne","N/A","Universal Pictures","PG-13","2011","5.5","After losing his job, a middle-aged man
reinvents himself by going back to
college.","Comedy - Romance - Drama","N/A","N/A","Rediscover life and love","2011-06-30","Nia Vardalos - Nia Vardalos - Tom Hanks","USA","1:38:36","Tom Hanks","Tom Hanks - Julia Roberts - Bryan
Cranston - Cedric the Entertainer - Pam
Grier - Taraji P. Henson - George Takei
- Nia Vardalos - Sarah Mahoney - Roxana
Ortega - Rami Malek - Wilmer Valderrama
- Gugu Mbatha-Raw - Grace Gummer - Maria
Canals-Barrera - Maria Canals-Barrera","tt1583420","","","2","","N/A","09/20/2015","09/20/2015","N/A","T2_Audio - 5.1 channels","","","","sd","991","640","272","2.35","2","mp3","mpeg4","avi","24p"
"770","The Last Airbender","Last Airbender","Paramount Pictures","PG","2010","4.8","The story follows the adventures of
Aang, a young successor to a long line
of Avatars, who must put his childhood
ways aside and stop the Fire Nation from
enslaving the Water, Earth and Air
nations.","Action - Adventure - Family - Fantasy","N/A","N/A","Four nations, one destiny","2010-07-01","M. Night Shyamalan","USA","1:43:13","M. Night Shyamalan","Noah Ringer - Nicola Peltz - Jackson
Rathbone - Dev Patel - Shaun Toub -
Aasif Mandvi - Dee Bradley Baker - Ben
Cooke - Katharine Houghton - Cliff
Curtis - Seychelle Gabriel - Francis
Guinan - Damon Gupton - Summer Bishil -
Randall Duk Kim - John D'Alonzo - Keong
Sim - Roberto Lombardi - Ritesh Rajan","tt0938283","","","1","","N/A","09/10/2015","02/26/2016","eng - N/A - N/A","English - N/A - N/A","eng - eng - fre - por - spa","English - SDH - English - French -
Portuguese - Spanish","srt - srt - srt - srt - srt","1080 - sd","13635 - 1734","1920 - 720","816 - 304","2.35 - 2.35","6 - 6","ac3 - aac","h264 - h264","mkv - mp4","24p - 24p"
"11003","The Last Battle","Last Battle","Les Films du Loup","R","1984","6.8","The plot explores the devastation of
civilization and issues of brutality,
hostility and isolation. Pierre Jolivet
stars as the main character (identified
only as ""The Man"" in the end credits)
who is menaced by ""The Brute"" (played by
Jean Reno) on his journey through a
world filled by people rendered nearly
mute by some unknown incident.","Action - Foreign - Science Fiction -
Thriller","N/A","N/A","N/A","1984-06-12","Luc Besson - Pierre Jolivet","France","1:28:59","Luc Besson","Jean Reno - Pierre Jolivet - Jean Bouise
- Fritz Wepper - Christiane Krüger -
Maurice Lamy","tt0085426","","","1","","Le Dernier combat","10/17/2015","02/26/2016","fre","N/A","","","","480","2343","704","432","2.35","2","ac3","h264","mkv","PAL"
"2454","The Last Kiss","Last Kiss","Lakeshore Entertainment","R","2006","5.6","Revolves around a young couple and their
friends struggling with adulthood and
issues of relationships and commitment.
Based on the 2001 Italian film L'ultimo
bacio, directed by Gabriele Muccino.","Comedy - Drama - Romance","N/A","N/A","We all make choices. What's yours?","2006-09-10","Paul Haggis - Gabriele Muccino","USA","1:43:48","Tony Goldwyn","Zach Braff - Jacinda Barrett - Casey
Affleck - Rachel Bilson - Michael Weston
- Eric Christian Olsen - Marley Shelton
- Lauren Lee Smith - Harold Ramis -
Blythe Danner - Tom Wilkinson - David
Jones - Cindy Sampson - Lisa MacKay -
Patricia Stasiak","tt0434139","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","943","672","272","2.35","2","mp3","mpeg4","avi","24p"
"2119","The Last Mimzy","Last Mimzy","New Line Cinema","PG","2007","5.6","Two siblings begin to develop special
talents after they find a mysterious box
of toys. Soon the kids, their parents,
and even their teacher are drawn into a
strange new world and find a task ahead
of them that is far more important than
any of them could imagine!","Adventure - Family","N/A","N/A","An intergalactic package from light
years away unleashes an adventure beyond
imagination.","2007-02-09","Bruce Joel Rubin - Toby Emmerich - James
V. Hart - Carol Skilken - Henry Kuttner
- C.L. Moore","USA","1:36:11","Robert Shaye","Chris O'Neil - Rhiannon Leigh Wryn -
Joely Richardson - Timothy Hutton -
Rainn Wilson - Kathryn Hahn - Michael
Clarke Duncan - Kirsten Alter - Irene
Snow - Marc Musso -  Nicole Muñoz -
Scott E. Miller - Megan McKinnon - Randi
Lynne - Tom Heaton - Fred Keating","tt0768212","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","N/A","N/A","srt","sd","1017","640","272","2.35","2","mp3","mpeg4","avi","24p"
"771","The Last of Robin Hood","Last of Robin Hood","Killer Films","R","2014","5.2","Errol Flynn, the swashbuckling Hollywood
star and notorious ladies man, flouted
convention all his life, but never more
brazenly than in his last years when,
swimming in vodka and unwilling to face
his mortality, he undertook a liaison
with an aspiring actress, Beverly
Aadland. The two had a high-flying
affair that spanned the globe and was
enabled by the girl's fame-obsessed
mother, Florence. It all came crashing
to an end in October 1959, when events
forced the relationship into the open,
sparking an avalanche of publicity
castigating Beverly and her mother -
which only fed Florence's need to stay
in the spotlight.","Drama","N/A","N/A","Beware Cupid's arrow.","2014-09-05","Richard Glatzer - Wash Westmoreland","USA","1:30:30","Richard Glatzer - Wash Westmoreland","Dakota Fanning - Susan Sarandon - Kevin
Kline - Patrick St. Esprit - Sean Flynn
- Max Casella","tt2450440","","","1","","N/A","09/10/2015","02/26/2016","eng","N/A","eng - eng - cze","N/A - SDH - N/A","srt - srt - srt","720","12500","1280","720","1.78","6","dca","h264","mkv","24p"
"17995","The Last Witch Hunter","Last Witch Hunter","Summit Entertainment","PG-13","2015","5.5","The modern world holds many secrets, but
by far the most astounding is that
witches still live among us; vicious
supernatural creatures intent on
unleashing the Black Death upon the
world and putting an end to the human
race once and for all. Armies of witch
hunters have battled this unnatural
enemy for centuries, including Kaulder,
a valiant warrior who many years ago
slayed the all-powerful Witch Queen,
decimating her followers in the process.
In the moments right before her death,
the Queen cursed Kaulder with
immortality, forever separating him from
his beloved wife and daughter. Today,
Kaulder is the last living hunter who
has spent his immortal life tracking
down rogue witches, all the while
yearning for his long-lost family.","Fantasy - Action - Adventure","N/A","N/A","Hunt forever.","2015-10-23","Cory Goodman - Matt Sazama - Burk
Sharpless","USA","1:46:34","Breck Eisner","Vin Diesel - Rose Leslie - Michael Caine
- Elijah Wood - Ólafur Darri Ólafsson -
Julie Engelbrecht - Rena Owen - Lotte
Verbeek - Bex Taylor-Klaus - Allegra
Carpenter - Aimee Carrero - Isaach De
Bankolé - Armani Jackson - Samara Lee -
Stephanie Bertoni - Inbar Lavi - Kurt
Angle","tt1618442","","","7","","N/A","01/30/2016","02/26/2016","eng - N/A","DTS 5.1 - commentary","eng - eng - bul - ara - fin - fre - nor
- spa - swe","N/A - SDH - N/A - N/A - N/A - N/A - N/A
- N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt","720","9940","1280","534","2.35","6","dca","h264","mkv","24p"
"1870","Layer Cake","N/A","Sony Pictures Classics","R","2005","6.9","When a seemingly straight-forward drug
deal goes awry, XXXX has to break his
die-hard rules and turn up the heat, not
only to outwit the old regime and come
out on top, but to save his own skin...","Drama - Thriller - Crime","N/A","N/A","N/A","2005-05-13","J.J. Connolly","United Kingdom","1:45:23","Matthew Vaughn","Daniel Craig - Colm Meaney - George
Harris - Sally Hawkins - Kenneth Cranham
- Jamie Foreman - Sienna Miller -
Michael Gambon - Ben Whishaw - Dragan
Mićanović - Tom Hardy - Stephen Walters
- Louis Emerick - Dexter Fletcher -
Tamer Hassan - Jason Flemyng","tt0375912","","","1","","N/A","09/20/2015","09/20/2015","eng","N/A","N/A","N/A","srt","720","2574","1280","528","2.35","6","aac","h264","mp4","24p"
"1891","The League of Extraordinary Gentlemen","League of Extraordinary Gentlemen","Twentieth Century Fox Film Corporation","PG-13","2003","5.7","In an alternate turn of the 20th
century, an attack on the Bank of
England by men who appear to be German
soldiers followed by an attack on a
German Zeppelin factory by the same men
this time dressed as British soldiers,
leads Europe to the brink of war. An
emissary of the British government,
arrives in Africa, hoping to recruit the
legendary hunter Allan Quatermain to
investigate the situation.","Fantasy - Action - Thriller - Science
Fiction","N/A","N/A","The power of seven become a league of
one.","2003-07-11","James Robinson","Czech Republic - Germany - United
Kingdom - USA","1:50:07","Stephen Norrington","Sean Connery - Naseeruddin Shah - Peta
Wilson - Tony Curran - Stuart Townsend -
Shane West - Jason Flemyng - Richard
Roxburgh - Max Ryan - Tom Goodman-Hill -
David Hemmings - Terry O'Neill - Rudolf
Pellar - Robert Willox - Robert Orr -
Michael McGuffie - Joel Kirby - Marek
Vašut - Ewart James Walters - Michal
Grün - Robert Vahey - Sylvester Morand -
Mariano Titanti - Huggy Leaver - Pavel
Bezdek - Stanislav Adamickij - James
Babson - San Shella - Ellen Savaria -
Riz Meedin - Sartaj Garewal - Neran
Persaud - Andrew Rajan","tt0311429","","","1","","N/A","09/20/2015","09/20/2015","eng - N/A - N/A","N/A - N/A - N/A","N/A","N/A","srt","1080 - sd - sd","3011 - 1565 - 2047","1920 - 640 - 640","816 - 272 - 272","2.35 - 2.35 - 2.35","6 - 6 - 6","aac - ac3 - ac3","h264 - mpeg4 - mpeg4","mp4 - avi - avi","24p - 24p - 24p"
"1877","Leatherheads","N/A","Universal Pictures","PG-13","2008","5.9","A light hearted comedy about the
beginnings of Professional American
Football. When a decorated war hero and
college all star is tempted into playing
professional football. Everyone see the
chance to make some big money, but when
a reporter digs up some dirt on the war
hero... everyone could lose out.","Comedy - Romance","N/A","N/A","In the beginning, the rules were simple.
There weren't any.","2008-03-24","Duncan Brantley - Rick Reilly","Germany - USA","1:48:59","George Clooney","George Clooney - Renée Zellweger - John
Krasinski - Wayne Duvall - Stephen Root
- Jonathan Pryce - Jack Thompson - Max
Casella - Matt Bushell - Nick Paonessa -
Malcolm Goodwin - Robert Baker - Tim
Griffin - Keith Loneker","tt0379865","","","2","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","900","604","318","1.85","2","mp3","mpeg4","avi","PAL"
"1868","Legend of the Guardians: The Owls of
Ga'Hoole","N/A","Village Roadshow Pictures","PG","2010","6.5","Soren, a young barn owl, is kidnapped by
owls of St. Aggie's, ostensibly an
orphanage, where owlets are brainwashed
into becoming soldiers. He and his new
friends escape to the island of
Ga'Hoole, to assist its noble, wise owls
who fight the army being created by the
wicked rulers of St. Aggie's. The film
is based on the first three books in the
series.","Animation - Adventure - Family - Fantasy","N/A","N/A","On his way to finding a legend...he will
become one.","2010-09-24","John Orloff - Emil Stern","Australia - USA","1:36:47","Zack Snyder","Emily Barclay - Abbie Cornish - Essie
Davis - Joel Edgerton - Deborra-Lee
Furness - Ryan Kwanten - Anthony
LaPaglia - Helen Mirren - Sam Neill -
Richard Roxburgh - Adrienne DeFaria -
Sacha Horler - Bill Hunter - Miriam
Margolyes - Barry Otto - Geoffrey Rush -
Angus Sampson - Jim Sturgess - Hugo
Weaving - David Wenham - Leigh Whannell
- Gareth Young","tt1219342","","","2","","N/A","09/20/2015","09/20/2015","N/A","N/A","N/A","N/A","srt","720","939","1280","544","2.35","2","aac","h264","mp4","24p"
"2387","Legion","N/A","Bold Films","R","2010","5.1","An out-of-the-way diner becomes the
unlikely battleground for the survival
of the human race. When God loses faith
in humankind, he sends his legion of
angels to bring on the Apocalypse.
Humanity's only hope lies in a group of
strangers trapped in a desert diner with
the Archangel Michael.","Horror","N/A","N/A","When the last angel falls, the fight for
mankind begins.","2010-01-22","Scott Stewart - Peter Schink","USA","1:40:08","Scott Stewart","Paul Bettany - Dennis Quaid - Kevin
Durand - Kate Walsh - Doug Jones - Lucas
Black - Tyrese Gibson - Adrianne Palicki
- Charles S. Dutton - Jon Tenney -
Jeanette Miller - Cameron Harlow - Josh
Stamberg - Yancey Arias - Willa Holland","tt1038686","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","1633","720","304","2.35","6","ac3","mpeg4","avi","24p"
"2189","The Lego Movie","Lego Movie","Village Roadshow Pictures","PG","2014","7.6","An ordinary Lego mini-figure, mistakenly
thought to be the extraordinary
MasterBuilder, is recruited to join a
quest to stop an evil Lego tyrant from
gluing the universe together.","Adventure - Fantasy - Animation - Comedy
- Action - Family","N/A","N/A","The story of a nobody who saved
everybody.","2014-02-07","Chris Miller - Phil Lord","USA","1:40:33","Phil Lord - Chris Miller","Will Arnett - Elizabeth Banks - Craig
Berry - Alison Brie - David Burrows -
Anthony Daniels - Charlie Day - Amanda
Farinos - Keith Ferguson - Will Ferrell
- Will Forte - Dave Franco - Morgan
Freeman - Todd Hansen - Jonah Hill -
Jake Johnson - Keegan-Michael Key -
Kelly Lafferty - Chris McKay - Graham
Miller - Liam Neeson - Doug Nicholas -
Shaquille O'Neal - Nick Offerman - Chris
Paluszek - Chris Pratt - Chris Romano -
Jadon Sand - Cobie Smulders - Melissa
Sturm - Jorma Taccone - Channing Tatum -
Chris Miller - Billy Dee Williams -
Leiki Veskimets","tt1490017","","","11","","N/A","09/20/2015","09/23/2015","eng - eng","N/A - N/A","","","","1080 - 576","4558 - 1012","1916 - 1024","798 - 576","2.35 - 1.78","6 - 2","ac3 - aac","h264 - h264","mkv - mp4","24p - PAL"
"389","Lemony Snicket's A Series of Unfortunate
Events","N/A","Paramount Pictures","PG","2004","6.2","Three wealthy children's parents are
killed in a fire. When they are sent to
a distant relative, they find out that
he is plotting to kill them and seize
their fortune.","Adventure - Comedy - Fantasy - Family","N/A","N/A","Darkening theaters December 17.","2004-12-17","Robert Gordon","Germany - USA","1:47:58","Brad Silberling","Jim Carrey - Meryl Streep - Jude Law -
Emily Browning - Kara Hoffman - Shelby
Hoffman - Liam Aiken - Timothy Spall -
Catherine O'Hara - Billy Connolly - Luis
Guzmán - Jamie Harris - Craig Ferguson -
Jennifer Coolidge - Jane Adams - Cedric
the Entertainer - Bob Clendenin - Lenny
Clarke - John Dexter - Deborah Theaker -
Fred Gallo","tt0339291","","","0","","N/A","05/23/2015","02/26/2016","eng","N/A","eng","N/A","srt","720","6140","1280","720","1.78","6","ac3","h264","mkv","24p"
"390","Leon: The Professional","N/A","Gaumont","R","1994","7.8","Leon, the top hit man in New York, has
earned a rep as an effective ""cleaner"".
But when his next-door neighbors are
wiped out by a loose-cannon DEA agent,
he becomes the unwilling custodian of 12
-year-old Mathilda. Before long,
Mathilda's thoughts turn to revenge, and
she considers following in Leon's
footsteps.","Crime - Drama - Thriller","N/A","N/A","If you want a job done well, hire a
professional.","1994-11-18","Luc Besson","France - USA","2:12:52","Luc Besson","Jean Reno - Natalie Portman - Gary
Oldman - Danny Aiello - Peter Appel -
Willi One Blood - Don Creech - Keith A.
Glascoe - Michael Badalucco - Ellen
Greene - Elizabeth Regen - Carl J.
Matusovich - Frank Senger - Stuart Rudin","tt0110413","","","0","","Léon","05/23/2015","02/26/2016","eng","N/A","eng - pol - cze","N/A - N/A - N/A","srt - srt - srt","720","8382","1280","546","2.35","6","ac3","h264","mkv","24p"
