"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"1848","Juno","N/A","Fox Searchlight Pictures","PG-13","2007","6.7","A young girl named Juno gets herself
pregnant and tries to stand on her own.
She soon learns a few lessons about
being grown up.","Comedy - Drama - Romance","N/A","N/A","A comedy about growing up... and the
bumps along the way.","2007-12-05","Diablo Cody","USA","1:36:27","Jason Reitman","Ellen Page - Michael Cera - Jennifer
Garner - Jason Bateman - Allison Janney
- J.K. Simmons - Olivia Thirlby - Eileen
Pedde - Rainn Wilson - Daniel Clark -
Candice Accola - Aman Johal - Eve Harlow
- Valerie Tian - Emily Perkins","tt0467406","","","1","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","1012","640","320","1.85","2","mp3","mpeg4","avi","24p"
"385","Jupiter Ascending","N/A","Village Roadshow Pictures","PG-13","2015","5.4","In a universe where human genetic
material is the most precious commodity,
an impoverished young Earth woman
becomes the key to strategic maneuvers
and internal strife within a powerful
dynasty…","Science Fiction - Fantasy - Action -
Adventure","1","07/22/2015","Expand your universe.","2015-02-27","Andy Wachowski - Lana Wachowski","USA","2:07:32","Lana Wachowski - Andy Wachowski","Mila Kunis - Channing Tatum - Sean Bean
- Eddie Redmayne - Douglas Booth -
Tuppence Middleton - Nikki Amuka-Bird -
Christina Cole - Nicholas A. Newman -
Ramon Tikaram - Ariyon Bakare - Maria
Doyle Kennedy - Frog Stone - David Ajala
- DooNa Bae - Gugu Mbatha-Raw - Terry
Gilliam - Vanessa Kirby - James D'Arcy -
Simon Dutton - Spencer Wilding - Demi
Kazanis - Kick Gurry - Tim Pigott-Smith
- Charlotte Beaumont - Neil Fingleton -
Jeremy Swift - Katherine Cunningham -
Luke Neal - Dilyana Bouklieva - Edward
Hogg - Jozef Aoki - Tamela D'Amico -
Kara Lily Hayworth - Tim Connolly -
Alexandra Fraser - Charlotte Rickard -
Hazel D'Jan - Eric Ian - Derek
Blankenship - Symara A. Templeman -
Ekaterina Zalitko - Sharon Coleman -
Georgia Winters - Mark Norris - Edd
Osmond - Jon Norris - Elina Alminas -
Andy Ahrens - Jermaine Tindell - Karen
Anderson - Vander McLeod - Thomas
Gaitsch - Oleg Nasobin - Sarah Campbell
- Olia Klein - Kenny Knight - Rimmel
Daniel - Nathan Geist - Raiden Integra -
Ryan Browning Johnson - Clem So - Sarah
Crowden","tt1617661","","","8","","N/A","05/23/2015","02/26/2016","eng - eng","Jupiter.Ascending.2015.1080p.WEB-
DL.AAC2.0.H264-RARBG - N/A","eng - eng","N/A - SDH","srt - srt","1080 - 720","4933 - 7773","1912 - 1280","792 - 534","2.35 - 2.35","2 - 6","aac - ac3","h264 - h264","mkv - mkv","24p - 24p"
"1872","Just Go With It","N/A","Columbia Pictures","PG-13","2011","6.3","In Just Go With It, a plastic surgeon,
romancing a much younger schoolteacher,
enlists his loyal assistant to pretend
to be his soon to be ex-wife, in order
to cover up a careless lie. When more
lies backfire, the assistant's kids
become involved, and everyone heads off
for a weekend in Hawaii that will change
all their lives.","Romance - Comedy","N/A","N/A","Sometimes a guy's best wingman... is a
wingwoman","2011-02-11","Allan Loeb - Timothy Dowling","USA","1:56:29","Dennis Dugan","Jennifer Aniston - Adam Sandler - Nicole
Kidman - Bailee Madison - Griffin Gluck
- Brooklyn Decker - Elena Satine - Nick
Swardson - Dan Patrick - Rachel Dratch -
Kevin Nealon - Minka Kelly - Dave
Matthews - Allen Covert - Rakefet
Abergel - Rachel Specter - Jackie
Sandler","tt1564367","","","1","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","2125","720","384","1.85","6","ac3","mpeg4","avi","24p"
"2154","Just Like Heaven","N/A","DreamWorks SKG","PG-13","2005","6.2","Shortly after David Abbott moves into
his new San Francisco digs, he has an
unwelcome visitor on his hands: winsome
Elizabeth Martinson, who asserts that
the apartment is hers -- and promptly
vanishes. When she starts appearing and
disappearing at will, David thinks she's
a ghost, while Elizabeth is convinced
she's alive.","Comedy","N/A","N/A","It's a wonderful afterlife.","2005-09-16","Leslie Dixon - Peter Tolan","USA","1:34:33","Mark Waters","Reese Witherspoon - Mark Ruffalo - Donal
Logue - Dina Spybey-Waters - Ben
Shenkman - Jon Heder - Ivana Miličević -
Caroline Aaron - Rosalind Chao - Ron
Canada - Willie Garson - Gabrielle Made
- William Caploe - Shulie Cowen","tt0425123","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","1035","640","336","1.85","2","mp3","mpeg4","avi","24p"
"746","Just One of the Guys","N/A","Columbia Pictures Corporation","PG-13","1985","6.0","Terry Griffith has got it all -- looks,
popularity, the perfect college
boyfriend, and an article that's a shoo-
in to win her a summer internship at the
local newspaper... or so she thinks.
When Terry's journalism teacher passes
her article up in favor of a couple of
pieces written by boys, Terry is
convinced that sexism is to blame.
Determined to win the internship at any
cost, Terry goes undercover at a rival
high school to resubmit her article...
as a boy. But Terry gets more than she
bargained for when she finds herself
fending off a bully and the advances of
an oversexed female admirer, and falling
for her new pal Rick.","Comedy - Romance","N/A","N/A","She's about to go where no girl has gone
before!","1985-04-26","Dennis Feldman - Jeff Franklin","USA","1:40:19","Lisa Gottlieb","Joyce Hyser - Clayton Rohner - Billy
Jayne - Toni Hudson - William Zabka -
Leigh McCloskey - Sherilyn Fenn -
Deborah Goodrich - Arye Gross - Stuart
Charno - John Apicella - Kenneth Tigar -
Steven Basil - J. Williams - Don Blanton
- Ramon Chavez - Frank Sprague - Emily
Ragsdale - Richard Blake - Mickey Guinn
- Stacy Blythe - Anthony Galde - Linda
Kelly - Kim Norwitz - Kim Studer -
Joseph Finsterwald - Katy Boyer - Troy
Clegg - Randy Mooers - Brian Melrose -
Robert Fieldsteel","tt0089393","","","1","","N/A","09/10/2015","02/26/2016","eng","N/A","eng - fre - eng","N/A - N/A - N/A","vobsub - vobsub - srt","480","1756","710","480","1.33","2","aac","h264","mkv","24p"
"288","Justin and the Knights of Valour","N/A","Out Of The Box Feature","PG","2013","5.4","A heart-warming tale about friendship,
honour &amp; courage, which sees a young
boy become a man as he embarks on a
quest to become a knight.","Adventure - Animation","N/A","N/A","N/A","2013-08-09","Matthew Jacobs - Manuel Sicilia","Spain","1:36:11","Manuel Sicilia","Saoirse Ronan - Freddie Highmore -
Antonio Banderas - Mark Strong - Julie
Walters - Olivia Williams - Alfred
Molina - Charles Dance - Rupert Everett
- Tamsin Egerton - James Cosmo - Barry
Humphries - David Walliams","tt1639826","","","0","","N/A","05/09/2015","05/09/2015","eng","N/A","ger - eng","SDH - N/A","srt - srt","720","7111","1280","536","2.35","6","dca","h264","mkv","24p"
"16081","Kate & Leopold","N/A","Miramax Films","PG-13","2001","5.8","When her scientist ex-boyfriend
discovers a portal to travel through
time -- and brings back a 19th-century
nobleman named Leopold to prove it -- a
skeptical Kate reluctantly takes
responsibility for showing Leopold the
21st century. The more time Kate spends
with Leopold, the harder she falls for
him. But if he doesn't return to his own
time, his absence will forever alter
history.","Fantasy - Comedy - Science Fiction -
Romance","N/A","N/A","If they lived in the same century they'd
be perfect for each other.","2001-12-25","James Mangold - Steven Rogers","USA","2:03:00","James Mangold","Meg Ryan - Hugh Jackman - Liev Schreiber
- Breckin Meyer - Natasha Lyonne -
Bradley Whitford - Paxton Whitehead -
Spalding Gray - Josh Stamberg - Matthew
Sussman - Charlotte Ayanna - Philip
Bosco - Andrew Jack - Stan Tracy -
Kristen Schaal","tt0035423","","","0","","N/A","01/27/2016","01/27/2016","eng","N/A","eng - eng","N/A - N/A","idx - idx","720","7627","1280","720","1.78","6","dca","h264","mkv","24p"
"386","Kick-Ass","N/A","Plan B Entertainment","R","2010","6.9","Dave Lizewski is an unnoticed high
school student and comic book fan who
one day decides to become a super-hero,
even though he has no powers, training
or meaningful reason to do so.","Action - Crime","N/A","N/A","Shut up. Kick ass.","2010-04-16","Jane Goldman - Matthew Vaughn","USA - United Kingdom","1:57:44","Matthew Vaughn","Aaron Taylor-Johnson - Chloë Grace
Moretz - Christopher Mintz-Plasse -
Nicolas Cage - Mark Strong - Omari
Hardwick - Xander Berkeley - Clark Duke
- Garrett M. Brown - Evan Peters -
Deborah Twiss - Lyndsy Fonseca - Sophie
Wu - Elizabeth McGovern - Stu 'Large'
Riley - Michael Rispoli - Corey Johnson
- Kenneth Simmons - Anthony Desio -
Randall Batinkoff - Dexter Fletcher -
Yancy Butler - Craig Ferguson - Jason
Flemyng","tt1250777","","","1","","N/A","05/23/2015","02/26/2016","eng - eng - N/A","DTS 5.1 - Commentary - N/A","eng - bul - fre - ita - spa - swe - nor
- fin - dut - cze - hun - gre - ara -
chi","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt - srt - srt -
srt","720 - sd","7948 - 1726","1280 - 640","534 - 272","2.35 - 2.35","6 - 6","dca - ac3","h264 - mpeg4","mkv - avi","24p - PAL"
"306","Kick-Ass 2","N/A","Universal Pictures","R","2013","6.4","After Kick-Ass’ insane bravery inspires
a new wave of self-made masked
crusaders, he joins a patrol led by the
Colonel Stars and Stripes. When these
amateur superheroes are hunted down by
Red Mist — reborn as The Mother
F%&amp;*^r — only the blade-wielding
Hit-Girl can prevent their annihilation.","Action - Adventure - Crime","N/A","N/A","You Can't Fight Your Destiny.","2013-08-16","Jeff Wadlow","United Kingdom - USA","1:43:00","Jeff Wadlow","Aaron Taylor-Johnson - Chloë Grace
Moretz - Christopher Mintz-Plasse -
Clark Duke - Jim Carrey - Lindy Booth -
Donald Faison - Steven Mackintosh -
Monica Dolan - Morris Chestnut - Claudia
Lee - Amy Anzel - Augustus Prew - Mary
Kitchen - Garrett M. Brown - Lyndsy
Fonseca - Yancy Butler - John Leguizamo
- Robert Emms - Ella Purnell","tt1650554","","","0","","N/A","05/09/2015","09/23/2015","eng","N/A","eng","N/A","srt","720","6067","1280","536","2.35","6","dca","h264","mkv","24p"
"1869","Kill Bill: Vol. 1","N/A","Miramax Films","R","2003","7.3","An assassin is shot at the altar by her
ruthless employer, Bill, and other
members of their assassination circle.
But ""The Bride"" lives to plot her
vengeance. Setting out for some payback,
she makes a death list and hunts down
those who wronged her, saving Bill for
last.","Action - Crime","N/A","N/A","Go for the kill.","2003-10-10","Quentin Tarantino","Japan - USA","1:50:37","Quentin Tarantino","Uma Thurman - Lucy Liu - Vivica A. Fox -
Daryl Hannah - David Carradine - Chiaki
Kuriyama - Julie Dreyfus - Michael
Madsen - Sonny Chiba - Gordon Liu Chia-
Hui - Michael Bowen - Michael Parks -
James Parks - Sakichi Satô - Ambrosia
Kelley - Jun Kunimura - Akaji Maro -
Goro Daimon - Shun Sugata - Zhang Jin
Zhan - Sachiko Fujii - Kazuki Kitamura -
Yôji Tanaka - Issei Takahashi - Sô
Yamanaka","tt0266697","","","0","","N/A","09/20/2015","09/20/2015","eng","N/A","","","","sd","935","720","304","2.35","2","aac","h264","mp4","24p"
"1656","Kill Bill: Vol. 2","N/A","Miramax Films","R","2004","7.3","The Bride unwaveringly continues on her
""roaring rampage of revenge"" against the
band of assassins who had tried to kill
her and her unborn child. The woman
visits each of her former associates one
by one, checking off the victims on her
Death List Five until there's nothing
left to do … but kill Bill.","Action - Crime - Thriller","N/A","N/A","The bride is back for the final cut.","2004-04-15","Quentin Tarantino","USA","2:16:55","Quentin Tarantino","Uma Thurman - David Carradine - Daryl
Hannah - Michael Madsen - Gordon Liu
Chia-Hui - Michael Parks - Perla Haney-
Jardine - Larry Bishop - Samuel L.
Jackson - Lucy Liu - Vivica A. Fox -
Julie Dreyfus - Christopher Allen Nelson
- Helen Kim - Laura Cayouette - Jun
Kunimura - Goro Daimon - Kazuki Kitamura
- Akaji Maro - Shun Sugata - Sachiko
Fujii - Sakichi Satô - Yôji Tanaka - Sô
Yamanaka - Issei Takahashi - Chiaki
Kuriyama","tt0378194","","","0","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","712","608","256","2.35","2","mp3","mpeg4","avi","24p"
"12253","Kill Me Three Times","N/A","Parabolic Pictures","R","2015","5.4","While on a seemingly routine job, a
jaded hit man discovers that he's not
the only one with his target in the
crosshairs.","Comedy - Thriller","N/A","N/A","Once is never enough.","2015-04-10","James McFarland","USA - Australia","1:30:22","Kriv Stenders","Teresa Palmer - Simon Pegg - Luke
Hemsworth - Sullivan Stapleton - Alice
Braga - Callan Mulvey - Bryan Brown","tt2393845","","","1","","N/A","11/03/2015","11/03/2015","eng - eng - eng","N/A - Commentary with Director Kriv
Stenders and Cinematographer Geoffrey
Simpson / AAC / 2.0 / 72.0 Kbps -
Commentary with Director Kriv Stenders,
Producers Laurence Malkin, Tania
Chambers and Share Stallings / AAC / 2.0
/ 66.2 Kbps","eng","N/A","srt","720","6146","1280","534","2.35","6","ac3","h264","mkv","24p"
"1878","Killer Elite","N/A","Current Entertainment","R","2011","6.0","Based on a shocking true story, Killer
Elite pits two of the world’s most elite
operatives—Danny, an ex-special ops
agent and Hunter, his longtime
mentor—against the cunning leader of a
secret military society. Covering the
globe from Australia to Paris, London
and the Middle East, Danny and Hunter
are plunged into a highly dangerous game
of cat and mouse—where the predators
become the prey.","Action - Adventure - Thriller","N/A","N/A","May the Best Man Live","2011-09-23","Gary McKendry - Ranulph Fiennes","Australia - USA","1:51:31","Gary McKendry","Jason Statham - Clive Owen - Robert De
Niro - Dominic Purcell - Yvonne
Strahovski - Aden Young - Ben Mendelsohn
- Adewale Akinnuoye-Agbaje - David
Whiteley - Matthew Nable - Lachy Hulme -
Firass Dirani - Nick Tate - Bille Brown
- Stewart Morritt - Sandy Greenwood","tt1448755","","","5","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","1004","640","272","2.35","2","mp3","mpeg4","avi","PAL"
"11033","The Killers","Killers","Universal Pictures","N/A","1946","6.7","Two professional killers invade a small
town and kill a gas station attendant,
""the Swede,"" who's expecting them.
Insurance investigator Reardon pursues
the case against the orders of his boss,
who considers it trivial. Weaving
together threads of the Swede's life,
Reardon uncovers a complex tale of
treachery and crime, all linked with
gorgeous, mysterious Kitty Collins.","Crime - Drama - Mystery","N/A","N/A","TENSE! TAUT! TERRIFIC! Told the untamed
Hemingway way!","1946-08-28","Anthony Veiller","USA","1:42:37","Robert Siodmak","Burt Lancaster - Ava Gardner - Edmond
O'Brien - Albert Dekker - Sam Levene -
Vince Barnett - Virginia Christine -
Jack Lambert - Charles D. Brown - Donald
MacBride - Charles McGraw - William
Conrad - Jeff Corey - Gino Corrado -
Howard Freeman - Frank McClure - Charles
Middleton - Queenie Smith","tt0038669","","","0","","N/A","10/17/2015","02/26/2016","eng","N/A","eng","N/A","srt","480","3571","706","480","1.33","1","ac3","h264","mkv","24p"
"11183","Killing Season","N/A","Nu Image Films","R","2013","5.3","Two veterans of the Bosnian War, one
American, one Serbian, who clash in the
remote Smoky Mountain wilderness.","Action - Thriller","N/A","N/A","The purest form of war is one on one.","2013-07-12","Evan Daugherty","Belgium - USA","1:30:51","Mark Steven Johnson","Robert De Niro - John Travolta - Milo
Ventimiglia - Elizabeth Olin - Diana
Lyubenova - Kalin Sarmenov - Stefan
Shterev","tt1480295","","","1","","N/A","10/18/2015","02/26/2016","eng","N/A","eng - dut","N/A - N/A","srt - srt","720","6890","1280","534","2.35","6","dca","h264","mkv","24p"
"653","Kingsman: The Secret Service","N/A","Marv Films","R","2015","7.7","Kingsman: The Secret Service tells the
story of a super-secret spy organization
that recruits an unrefined but promising
street kid into the agency's ultra-
competitive training program just as a
global threat emerges from a twisted
tech genius.","Crime - Comedy - Action - Adventure","2","01/29/2016","Put the King, back in Kingsman!","2015-02-13","Jane Goldman - Matthew Vaughn","United Kingdom - USA","2:08:44","Matthew Vaughn","Taron Egerton - Colin Firth - Samuel L.
Jackson - Michael Caine - Mark Strong -
Sofia Boutella - Sophie Cookson - Jack
Davenport - Mark Hamill - Geoff Bell -
Samantha Womack - Tom Prior - Hanna
Alström - Jaymes Butler - Corey Johnson
- Neve Gachev - Bjørn Floberg - Rowan
Polonski - Nicholas Agnew - Jack
Cutmore-Scott - Nicholas Banks - Edward
Holcroft - Ralph Ineson - Paul
Kennington - Morgan Watkins - Tobi
Bakare - Theo Barklem-Biggs - Jordan
Long - Jonno Davies - Adrian Quinton -
Alex Nikolov - Velibor Topić - Fiona
Hampton - Johanna Taylor - Lily Travers
- Richard Brake - Andrew Bridgmont -
Anne Wittman - Andrei Lenart - Simon
Green - Lazara Storm - Sarah Hewson -
Jayne Secker - Lukwesa Burak - James
Clayton - Nick English - Charles Filmer
- Bimbo Hart - Chester King - Alastair
MacIntosh - Carlos Peres - Adil Akram -
Mohammed Ali - David Olawale Ayinde","tt2802144","","","1","","N/A","09/07/2015","09/21/2015","eng - eng","N/A - N/A","eng - eng - eng - eng","Forced - N/A - Non-English dialogue -
Complete","srt - srt - srt - srt","720 - 720","7144 - 6234","1280 - 1280","536 - 536","2.35 - 2.35","6 - 6","dca - dca","h264 - h264","mkv - mkv","24p - 24p"
"1883","Kiss Kiss Bang Bang","N/A","Warner Bros. Pictures","R","2005","7.0","A petty thief posing as an actor is
brought to Los Angeles for an unlikely
audition and finds himself in the middle
of a murder investigation along with his
high school dream girl and a detective
who's been training him for his upcoming
role...","Action - Comedy - Crime - Mystery","N/A","N/A","SeX. MurdEr. MyStery. Welcome to the
party.","2005-10-21","Shane Black","USA","1:38:28","Shane Black","Robert Downey Jr. - Val Kilmer -
Michelle Monaghan - Corbin Bernsen -
Dash Mihok - Larry Miller - Rockmond
Dunbar - Shannyn Sossamon - Angela
Lindvall - Indio Falconer Downey - Ariel
Winter - Duane Carnahan - Josh Richman -
Martha Hackett - Nancy Fish","tt0373469","","","1","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","996","588","238","2.35","2","mp3","mpeg4","avi","PAL"
"387","Kiss of the Dragon","N/A","20th Century Fox","R","2001","6.5","Liu Jian, an elite Chinese police
officer, comes to Paris to arrest a
Chinese drug lord. When Jian is betrayed
by a French officer and framed for
murder, he must go into hiding and find
new allies.","Action - Crime - Thriller","N/A","N/A","Kiss Fear Goodbye","2001-07-06","Luc Besson - Robert Mark Kamen","France - USA","1:38:13","Chris Nahon","Jet Li - Bridget Fonda - Tchéky Karyo -
Max Ryan - Ric Young - Burt Kwouk -
Laurence Ashley - Cyril Raffaelli","tt0271027","","","0","","N/A","05/23/2015","02/26/2016","eng","N/A","eng","N/A","srt","720","10308","1280","542","2.35","7","dca","h264","mkv","24p"
"388","Knight and Day","N/A","20th Century Fox","PG-13","2010","5.8","An action-comedy centered on a fugitive
couple on a glamorous and sometimes
deadly adventure where nothing and no
one - even themselves - are what they
seem. Amid shifting alliances and
unexpected betrayals, they race across
the globe, with their survival
ultimately hinging on the battle of
truth vs. trust.","Action - Comedy - Romance","1","08/14/2015","Every Hit Man Deserves a Second Shot!","2010-06-23","Patrick O'Neill","USA","1:57:07","James Mangold","Tom Cruise - Cameron Diaz - Peter
Sarsgaard - Maggie Grace - Marc Blucas -
Viola Davis - Jordi Mollà - Dale Dye -
Stream - Liam Ferguson - Nicole Signore
- Falk Hentschel - Hugo Garcia - Mark
Wallace - Jerrell Lee - Brian Dykstra -
Kal Thompson - Matthew Lawler - Paul
Dano - Gal Gadot","tt1013743","","","1","","N/A","05/23/2015","02/26/2016","eng - N/A","D-Z0N3 HD - DTS HD MA CORE - DTS 5.1
1509 Kbps - N/A","eng - fre - rum - tur","D-Z0N3 HD - SRT - SDH - D-Z0N3 HD - SRT
- D-Z0N3 HD - SRT - D-Z0N3 HD - SRT","srt - srt - srt - srt","720 - sd","8013 - 896","1280 - 640","532 - 272","2.35 - 2.35","6 - 2","dca - mp3","h264 - mpeg4","mkv - avi","24p - 24p"
"352","A Knight's Tale","Knight's Tale","Columbia Pictures Corporation","PG-13","2001","6.4","William Thatcher, a peasant, is sent to
apprentice with a Knight named Hector as
a young boy. Urged by his father to
""change his Stars"", he assumes Sir
Hector's place in a tournament when
Hector dies in the middle of it. He
wins. With the other apprentices, he
trains and assumes the title of Sir
Ulrich von Lichtenstein.","Action - Adventure - Drama - Romance","1","08/12/2015","He Will Rock You","2001-05-08","Brian Helgeland","USA","2:12:09","Brian Helgeland","Heath Ledger - Rufus Sewell - Shannyn
Sossamon - Paul Bettany - Laura Fraser -
Mark Addy - Alan Tudyk - James Purefoy -
Bérénice Bejo","tt0183790","","","7","","N/A","05/23/2015","02/26/2016","N/A - eng","N/A - N/A","eng","N/A","srt","720 - sd","2124 - 2279","1280 - 706","544 - 362","2.35 - 2.35","6 - 6","aac - ac3","h264 - h264","mp4 - mkv","24p - 24p"
"2388","Knocked Up","N/A","Universal Pictures","R","2007","6.1","For fun loving party animal Ben Stone,
the last thing he ever expected was for
his one night stand to show up on his
doorstep eight weeks later to tell him
she's pregnant.","Comedy - Romance - Drama","N/A","N/A","Save the due date.","2007-06-01","Judd Apatow","USA","1:59:36","Judd Apatow","Seth Rogen - Katherine Heigl - Leslie
Mann - Paul Rudd - Jason Segel - Jay
Baruchel - Jonah Hill - Martin Starr -
Maude Apatow - Harold Ramis - Alan Tudyk
- Kristen Wiig - Bill Hader - Craig
Robinson - Charlyne Yi - Ken Jeong - B.
J. Novak - Jessica Alba - Steve Carell -
Andy Dick - James Franco - Eva Mendes -
Ryan Seacrest - Dax Shepard - Adam Scott
- Catherine Reitman","tt0478311","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","876","608","336","1.78","2","mp3","mpeg4","avi","PAL"
"1888","Knowing","N/A","Summit Entertainment","PG-13","2009","5.7","A teacher opens a time capsule that has
been dug up at his son's elementary
school; in it are some chilling
predictions -- some that have already
occurred and others that are about to --
that lead him to believe his family
plays a role in the events that are
about to unfold.","Action - Adventure - Drama - Mystery -
Science Fiction - Thriller","N/A","N/A","Knowing is everything...","2009-03-20","Ryne Douglas Pearson - Juliet Snowden -
Stiles White","United Kingdom - USA - Australia","2:01:29","Alex Proyas","Nicolas Cage - Rose Byrne - Chandler
Canterbury - Ben Mendelsohn - Nadia
Townsend - D.G. Maloney - Lara Robinson
- Alan Hopgood - Adrienne Pickering -
Joshua Long - Alethea McGrath - Danielle
Carter - Tamara Donnellan - Travis Waite","tt0448011","","","1","","N/A","09/20/2015","09/20/2015","N/A","N/A","","","","sd","920","640","272","2.35","2","mp3","mpeg4","avi","24p"
"1871","Kung Fu Hustle","N/A","Beijing Film Studio","R","2005","7.0","In Shanghai, China in the 1940s, a
wannabe gangster aspires to join the
notorious ""Axe Gang"" while residents of
a housing complex exhibit extraordinary
powers in defending their turf.","Action - Comedy - Crime - Fantasy","N/A","N/A","From walking disaster to kung fu master.","2005-04-08","Stephen Chow - Lola Huo Xin - Chan Man-
keung - Tsang Kan-Cheung","China - Hong Kong","1:39:25","Stephen Chow","Stephen Chow - Yuen Wah - Yuen Qiu - Lam
Tze-Chung - Huang Sheng-Yi - Dung Chi-Wa
- Chiu Chi-Ling - Xing Yu - Danny Chan
Kwok-Kwan - Bruce Leung Siu-Lung - Tenky
Tin Kai-Man - Jia Kang-Xi - Fung Hak-On
- Lam Suet - Yuen Cheung-Yan - Feng
Xiaogang","tt0373074","","","1","","Gong Fu","09/20/2015","02/26/2016","N/A - chi - eng","N/A - N/A - Dub","N/A - eng","N/A - N/A","srt - srt","720 - 576","2767 - 3535","1280 - 1024","536 - 426","2.35 - 2.35","2 - 6","mp3 - ac3","mpeg4 - h264","avi - mkv","NTSC - 24p"
"1876","Kung Fu Panda","N/A","DreamWorks Animation","PG","2008","6.7","When the Valley of Peace is threatened,
lazy Po the panda discovers his destiny
as the ""chosen one"" and trains to become
a kung fu hero, but transforming the
unsleek slacker into a brave warrior
won't be easy. It's up to Master Shifu
and the Furious Five -- Tigress, Crane,
Mantis, Viper and Monkey -- to give it a
try.","Animation - Family","N/A","N/A","Prepare for awesomeness.","2008-06-05","Glenn Berger - Jonathan Aibel","USA","1:32:09","Mark Osborne - John Stevenson","Jack Black - Dustin Hoffman - Angelina
Jolie - Jackie Chan - Lucy Liu - David
Cross - Randall Duk Kim - James Hong -
Dan Fogler - Ian McShane - Seth Rogen -
Michael Clarke Duncan - Wayne Knight -
Kyle Gass - JR Reed - Laura Kightlinger
- Tanya Haden - Stephen Kearin - Mark
Osborne - John Stevenson - Jeremy Shipp
- Melissa Cobb - Kent Osborne - Emily
Burns - Stephanie Harvey - Riley Osborne","tt0441773","","","0","","N/A","09/20/2015","01/28/2016","eng - N/A","DTS 5.1 - T2_Audio - English_new","eng - bul - cze - fin - fre - gre - hun
- nor - por - rum - slo - spa - swe","English - Bulgarian - Czech - Finnish -
French - Greek - Hungarian - Norwegian -
Portuguese - Romanian - Slovak -
Castilian - Swedish","srt - ass - ass - ass - ass - ass - ass
- ass - ass - ass - ass - ass - ass","1080 - sd","12508 - 1129","1920 - 720","816 - 304","2.35 - 2.35","6 - 2","dca - ac3","h264 - mpeg4","mkv - avi","24p - 24p"
"16951","Kung Fu Panda 2","N/A","DreamWorks Animation","PG","2011","6.5","Po is now living his dream as The Dragon
Warior, protecting the Valley of Peace
alongside his friends and fellow kung fu
masters, The Furious Five - Tigress,
Crane, Mantis, Viper and Monkey. But
Po’s new life of awesomeness is
threatened by the emergence of a
formidable villain, who plans to use a
secret, unstoppable weapon to conquer
China and destroy kung fu. It is up to
Po and The Furious Five to journey
across China to face this threat and
vanquish it. But how can Po stop a
weapon that can stop kung fu? He must
look to his past and uncover the secrets
of his mysterious origins; only then
will he be able to unlock the strength
he needs to succeed.","Animation - Family","N/A","N/A","Prepare for the Year of Awesomeness!","2011-05-25","Jonathan Aibel - Glenn Berger - Jonathan
Aibel - Glenn Berger","USA","1:30:24","Jennifer Yuh","Jack Black - Angelina Jolie - Dustin
Hoffman - Gary Oldman - Jackie Chan -
Seth Rogen - Lucy Liu - David Cross -
James Hong - Michelle Yeoh - Danny
McBride - Dennis Haysbert - Jean-Claude
Van Damme - Victor Garber - Mike Bell -
Jason Bertsch - Michael DeMaio - Shane
Glick - Lena Golia - April Hong - Joseph
Izzo - Alexandra Gold Jourden - Stephen
Kearin - Liam Knight - Paul Mazursky -
Dan O'Connor - Jeremy Shipp - Maury
Sterling - Fred Tatasciore - Lauren Tom
- Romy Rosemont - Conrad Vernon","tt1302011","","","1","","N/A","01/28/2016","02/26/2016","eng - eng - eng","Main Audio - Commentary - Commentary","eng - chi - cze - fre - gre - dut - rum
- spa - swe","srt - srt - srt - srt - srt - srt - srt
- srt - srt","srt - srt - srt - srt - srt - srt - srt
- srt - srt","1080","9748","1920","816","2.35","6","ac3","h264","mkv","24p"
"16952","Kung Fu Panda Holiday","N/A","DreamWorks Animation","G","2010","6.1","The Winter Feast is Po's favorite
holiday. Every year he and his father
hang decorations, cook together, and
serve noodle soup to the villagers. But
this year Shifu informs Po that as
Dragon Warrior, it is his duty to host
the formal Winter Feast at the Jade
Palace. Po is caught between his
obligations as the Dragon Warrior and
his family traditions: between Shifu and
Mr. Ping.","Animation - Family","N/A","N/A","N/A","2010-11-26","","USA","0:25:41","Tim Johnson","Jack Black - Dustin Hoffman - Angelina
Jolie - Jack McBrayer - Seth Rogen","tt1702433","","","0","","N/A","01/28/2016","02/26/2016","eng","N/A","cze - dan - dut - eng - spa","N/A - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt","1080","14773","1920","1080","1.78","6","ac3","h264","mkv","24p"
